user_text,user_text_clean,label,intent,answer_mundart,needs_review,is_seed
das hesch mega guet gmacht,das hesch mega guet gmacht,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,True
jedä versuecht nume sini sicht dürzdrücke,jedae versuecht nume sini sicht duerzdruecke,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,True
"hoi, merci fürs dini unterstützig eifach nur schön",hoi merci fuers dini unterstuetzig eifach nur schoen,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
wie hesch s gha hüt?,wie hesch s gha huet,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,True
ich freu mi so fescht drüber,ich freu mi so fescht drueber,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
ich vergleich mi immer mit andere und schneid schlecht ab,ich vergleich mi immer mit andere und schneid schlecht ab,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,True
"jo, jedes gspröch eskaliert grad so en scheiss",jo jedes gsproech eskaliert grad so en scheiss,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
mir chönd s au eifach mal offe lah,mir choend s au eifach mal offe lah,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"ich mues no uussortiere, was mir würkli wichtig isch uf d längi",ich mues no uussortiere was mir wuerkli wichtig isch uf d laengi,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"es isch guet lösbar, aber d anleitig chönnt knapp formuliert sii",es isch guet loesbar aber d anleitig choennt knapp formuliert sii,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"sali, das hesch mega guet gmacht",sali das hesch mega guet gmacht,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"ich bi scho am plane, wie das chönnt werde",ich bi scho am plane wie das choennt werde,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,True
"ich bi stolz, dass ich das durchzoge ha",ich bi stolz dass ich das durchzoge ha,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,True
"ich gib dir wieder bschaid, sobald öppis neus isch bis spöter",ich gib dir wieder bschaid sobald oeppis neus isch bis spoeter,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
ich bi grad recht enttäuscht vo dere person,ich bi grad recht enttaeuscht vo dere person,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,True
passts dir am morn oder am abig besser?,passts dir am morn oder am abig besser,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
danke fürs zuelose,danke fuers zuelose,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,True
ich ha kei nerv meh für die diskussione,ich ha kei nerv meh fuer die diskussione,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ey, wottsch du online oder vor ort abmache? mach s guet",ey wottsch du online oder vor ort abmache mach s guet,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
ich bi grad recht enttäuscht vo dere person,ich bi grad recht enttaeuscht vo dere person,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
mir händ offe chönne rede über ernsti sache,mir haend offe choenne rede ueber ernsti sache,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,True
es isch imfall alles no im gange,es isch im fall alles no im gange,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,True
keim nimmt das richtig ernst,keim nimmt das richtig ernst,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"ich weiss nöd, wie ich mit dem umgah söll so en käse liebi grüess",ich weiss noed wie ich mit dem umgah soell so en kaese liebi grueess,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
ich ha lang druf gwartet und jetzt isch s eifach e guets gfühl eifach stark,ich ha lang druf gwartet und jetzt isch s eifach e guets gfuehl eifach stark,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"i ha kei ahnig, wie ich das alles söll under e huet bringe so en käse lg",i ha kei ahnig wie ich das alles soell under e huet bringe so en kaese lg,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"ich vermisse s gfühl, würklich ufgnoh z sii",ich vermisse s gfuehl wuerklich ufgnoh z sii,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,True
"ich bin stolz, dass ich mini werte nöd verloo ha",ich bi stolz dass ich mini werte ned verloo ha,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"ich bi stolz, dass ich das durchzoge ha",ich bi stolz dass ich das durchzoge ha,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"ich bi e schritt wiiter cho, als ich denkt ha gruessli",ich bi e schritt wiiter cho als ich denkt ha gruessli,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
es isch e riesen stei vom härz gfalle vo härze her guet lg,es isch e riesen stei vom haerz gfalle vo haerze her guet lg,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
ich bi dir würkli dankbar,ich bi dir wuerkli dankbar,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,True
"i ha kei ahnig, wie ich das alles söll under e huet bringe zum schreiä",i ha kei ahnig wie ich das alles soell under e huet bringe zum schreiae,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"ich ha angst, dass es öppis ernsthafts isch",ich ha angst dass es oeppis ernsthafts isch,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,True
"kurz es update: es lauft imfall solid, aber langsam",kurz es update es lauft im fall solid aber langsam,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
was isch dä unterschied zwüsche däne zwei variante?,was isch dae unterschied zwuesche daene zwei variante,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"ich probier Schritt für Schritt öppis z verändere, nöd alles uf einisch gruessli",ich probier schritt fuer schritt oeppis z veraendere ned alles uf einisch gruessli,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"sali, jedes mal s glychi theater zum verseckä",sali jedes mal s glychi theater zum verseckae,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"vo minere sicht her funktioniert s, aber d doku chönnt besser sii",vo minere sicht her funktioniert s aber d doku choennt besser sii,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
wie läuft das normalerwiis ab? mal luege schönä tag no,wie laeuft das normalerwiis ab mal luege schoenae tag no,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
mini müeh hät sich würkli glohnt mach s guet,mini mueeh haet sich wuerkli glohnt mach s guet,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"hey, ich bin traurig, wie sich das entwicklet het",hey ich bi traurig wie sich das entwicklet het,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
es muess nöd grad hüt sii,es muess ned grad huet sii,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,True
"bis jetzt isch no nüt eskaliert, es lauft ruhig schönä tag no",bis jetzt isch no nuet eskaliert es lauft ruhig schoenae tag no,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"es isch guet lösbar, aber d anleitig chönnt knapp formuliert sii",es isch guet loesbar aber d anleitig choennt knapp formuliert sii,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,True
"ey, das cha doch nöd wahr sii",ey das chan doch ned wahr sii,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich han riesig freud an dim output,ich han riesig freud an dim output,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,True
chömer s eventuell verschiebe?,choemer s eventuell verschiebe,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"jo, ich weiss nöd, öb ich zum arzt söll oder nöd so en käse",jo ich weiss noed oeb ich zum arzt soell oder ned so en kaese,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"ich gib dir wieder bschaid, sobald öppis neus isch",ich gib dir wieder bschaid sobald oeppis neus isch,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,True
"ich ha s gfühl, s passt so im momänt",ich ha s gfuehl s passt so im momaent,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ich bin parat, en schritt wiiter z gah",ich bi parat en schritt wiiter z gah,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"ich ha scho lang s gfuehl, öppis stimt nöd mit mir",ich ha scho lang s gfuehl oeppis stimt ned mit mir,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,True
"alli händ irgendwie ihre gruppe, nur ich nöd",alli haend irgendwie ihre gruppe nur ich ned,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,True
mini angst het sich zum gliick nöd bestätiget,mini angst het sich zum gliick ned bestaetiget,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
mini agenda isch voll und ich ha kei luft meh,mini agenda isch voll und ich ha kei luft meh,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,True
"hey, hey wie gohts dir? mach s guet",hey hey wie gohts dir mach s guet,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"hallo du, ich ha kei lust meh uf no meh druck mit däne",hallo du ich ha kei lust meh uf no meh druck mit daene,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
jedes gspröch eskaliert grad bis bald,jedes gsproech eskaliert grad bis bald,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"jo, ich ha richtig lust, öppis azpacke zum dankbar sii",jo ich ha richtig lust oeppis azpacke zum dankbar sii,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
das isch eifach gueti arbeit mach s guet,das isch eifach gueti arbeit mach s guet,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"ich freu mi uf d lüt, wo ich denn wieder gseh bis bald",ich freu mi uf d luet wo ich denn wieder gseh bis bald,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"ich bi no nöd dort, wo ich wott sii, aber ufem weg",ich bi no ned dort wo ich wott sii aber ufem weg,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"merci viu mau, das isch mega lieb vo dir ciao",merci viu mau das isch mega lieb vo dir ciao,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"ich ha feedback übercho, dass mini arbeit sehr solid isch gsi",ich ha feedback uebercho dass mini arbeit sehr solid isch gsi,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"ich mach mer au sorgä, öb ich z vill stress ha fürs herz",ich mach mer au sorgae oeb ich z vill stress ha fuers herz,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,True
ich ha sehr vil i die beziehig investiert und wenig zrugg übercho,ich ha sehr vil i die beziehig investiert und wenig zrugg uebercho,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,True
"hallo du, ich ha es komplizierte thema endlich checkt",hallo du ich ha es komplizierte thema endlich checkt,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
mir händ abgmacht gha und sie händ s wieder nöd ernst gnoh,mir haend abgmacht gha und sie haend s wieder ned ernst gnoh,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,True
"hoi, jedä chliini fehler macht mi grad fertig",hoi jedae chliini fehler macht mi grad fertig,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
du hesch en super job gmacht,du hesch en super job gmacht,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
ich ha ständig müedigkeit und kenn de grund nöd,ich ha staendig mueedigkeit und kenn de grund ned,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"ich hab e richtig guets gfühl für das, was chunt mega guet",ich hab e richtig guets gfuehl fuer das was chunnt mega guet,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
ich find s weder mega guet no mega schlecht wür ich säge schönä tag no,ich find s weder mega guet no mega schlecht wuer ich saege schoenae tag no,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
ich ha scho lang kei richtige pause meh gha,ich ha scho lang kei richtige pause meh gha,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
ich bi imfall grad voll motiviert tschüss,ich bi im fall grad voll motiviert tschuess,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"i ha s gfuehl, mir verstöhnd üs immer weniger zum d wand ufe laufä",i ha s gfuehl mir verstoehnd ues immer weniger zum d wand ufe laufae,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"chan s au spöter i de wuche sii, wenn s nöd passt? wür ich säge",chan s au spoeter i de wuche sii wenn s ned passt wuer ich saege,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
danke fürs zuelose richtig schön,danke fuers zuelose richtig schoen,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"hallo du, ich weiss nöd, wie ich das programm söll installiere denke ich bis bald",hallo du ich weiss noed wie ich das programm soell installiere denke ich bis bald,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
ich bi scho wieder enttäuscht zum schreiä tschüss,ich bi scho wieder enttaeuscht zum schreiae tschuess,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"ey, was lauft so bi dir? wür ich säge tschüss",ey was lauft so bi dir wuer ich saege tschuess,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
mini müeh hät sich würkli glohnt zum dankbar sii,mini mueeh haet sich wuerkli glohnt zum dankbar sii,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"sali, es isch grad en spannende entwicklung i dem bereich am laufe",sali es isch grad en spannende entwicklung i dem bereich am laufe,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"das isch alles andere als selbstverständlich, danke",das isch alles andere als selbstverstaendlich danke,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,True
d abmachige werdet nie ihalte zum schreiä bis bald,d abmachige werdet nie ihalte zum schreiae bis bald,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"hallo du, ich bin am luege, wie sich jobb und privat chönd verbinde lah mach s guet",hallo du ich bi am luege wie sich jobb und privat choend verbinde lah mach s guet,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"ich bin traurig, wie sich das entwicklet het schöns wucheend",ich bi traurig wie sich das entwicklet het schoens wucheend,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
ich ha etz wieder chli ruhe im chopf richtig schön bis spöter,ich ha etz wieder chli ruhe im chopf richtig schoen bis spoeter,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
s projekt isch mega guet usecho,s projekt isch mega guet usecho,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
ich bi jede tag am limit im büro,ich bi jede tag am limit im buero,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,True
ich ha grad es interessants artikel glese über das thema,ich ha grad es interessants artikel glese ueber das thema,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,True
ich ha imfall grad vill bock zum dranzbliibe richtig schön,ich ha im fall grad vill bock zum dranzbliibe richtig schoen,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"ich weiss nöd, wie ich das programm söll installiere schöns wucheend",ich weiss noed wie ich das programm soell installiere schoens wucheend,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
mir chönd s au no chli beobachte,mir choend s au no chli beobachte,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,True
wie läuft das normalerwiis ab?,wie laeuft das normalerwiis ab,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,True
"ich bi froh, dass sich das nöd so schlimm entwicklet het",ich bi froh dass sich das ned so schlimm entwicklet het,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,True
ich ha öppis verstellt i de einstellige und find s nüm,ich ha oeppis verstellt i de einstellige und find s nuem,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
"hallo du, ich weiss nöd, öb ich zum arzt söll oder nöd",hallo du ich weiss noed oeb ich zum arzt soell oder ned,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
hesch erfahrig mit dem gha?,hesch erfahrig mit dem gha,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
du hesch en super job gmacht,du hesch en super job gmacht,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,True
"inhaltlich isch s stabil, optisch chan mer no drann schaffe",inhaltlich isch s stabil optisch chan mer no drann schaffe,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
ich versueche grad mini längfristige plän z ordne,ich versueche grad mini laengfristige plaen z ordne,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,True
"jo, ich bi no nöd dort, wo ich wott sii, aber ufem weg",jo ich bi no ned dort wo ich wott sii aber ufem weg,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
das macht mi wirklich glücklich,das macht mi wirklich gluecklich,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
d abmachige werdet nie ihalte,d abmachige werdet nie ihalte,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,True
"ich weiss nöd, ob sich das no flicke laht",ich weiss noed ob sich das no flicke laht,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ich chan s fast nüm abwarte, bis es so wiit isch",ich chan s fast nuem abwarte bis es so wiit isch,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"danke, dass du für mich do bisch",danke dass du fuer mich do bisch,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
"ich bin am luege, wie sich jobb und privat chönd verbinde lah",ich bi am luege wie sich jobb und privat choend verbinde lah,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,True
"jo, ich weiss nöd, mit wem ich cha richtig drüber rede",jo ich weiss noed mit wem ich chan richtig drueber rede,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"jo, ich ha s gfuehl, ich bedeut nöd meh so vil wie früher",jo ich ha s gfuehl ich bedeut ned meh so vil wie frueher,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"hoi, ich han lang uf dä moment gwartet",hoi ich han lang uf dae moment gwartet,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
hey wie gohts dir?,hey wie gohts dir,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
jedä chliini fehler macht mi grad fertig,jedae chliini fehler macht mi grad fertig,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"hey, grad in de nöi isch vil diskussion zu dem thema wür ich säge",hey grad in de noei isch vil diskussion zu dem thema wuer ich saege,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"ich ha s gfühl, ich mach imfall fortschritt zum sich freue",ich ha s gfuehl ich mach im fall fortschritt zum sich freue,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
im schaffe isch s grad viel z vil richtig müehsam,im schaffe isch s grad viel z vil richtig mueehsam,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"jo, ich ha grad richtig spass",jo ich ha grad richtig spass,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
ich ha grad es interessants artikel glese über das thema,ich ha grad es interessants artikel glese ueber das thema,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"ich ha s gfühl, ich chan wieder freier atme",ich ha s gfuehl ich chan wieder freier atme,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,True
ich ha langsam kei nerv meh für dä scheiss so en seich,ich ha langsam kei nerv meh fuer dae scheiss so en seich,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich chan au chli ruhe gniesse zwüschet dur voll cool,ich chan au chli ruhe gniesse zwueschet dur voll cool,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ich ha s gfühl, ich mach imfall fortschritt zum dankbar sii",ich ha s gfuehl ich mach im fall fortschritt zum dankbar sii,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
"ich ha ghört, dass sich bi dere regel öppis gänderet het",ich ha ghoert dass sich bi dere regel oeppis gaenderet het,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
s projekt isch mega guet usecho,s projekt isch mega guet usecho,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
i bi am abig eifach komplett dure liebi grüess,i bi am abig eifach komplett dure liebi grueess,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
ich freu mi sogar uf d nägschti aufgabä,ich freu mi sogar uf d naegschti aufgabae,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,True
"ey, ich han scho es bitzeli fortschritt gmacht",ey ich han scho es bitzeli fortschritt gmacht,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"sali, ich vermisse s gfühl, würklich ufgnoh z sii gopfriedstutz",sali ich vermisse s gfuehl wuerklich ufgnoh z sii gopfriedstutz,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"ich bin so erleichtert, dass das jetzt um isch",ich bi so erleichtert dass das jetzt um isch,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"ich bi froh, dass ich das chli hinter mir han schönä tag no",ich bi froh dass ich das chli hinter mir han schoenae tag no,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
das macht mi wirklich glücklich richtig lässig,das macht mi wirklich gluecklich richtig laessig,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
ich chan au chli ruhe gniesse zwüschet dur richtig schön,ich chan au chli ruhe gniesse zwueschet dur richtig schoen,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"sali, mis wlan macht grad komische sache bis spöter",sali mis wlan macht grad komische sache bis spoeter,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
keim nimmt das richtig ernst,keim nimmt das richtig ernst,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,True
"mir händ so vil glacht, das het richtig guet ta eifach nur schön schönä tag no",mir haend so vil glacht das het richtig guet ta eifach nur schoen schoenae tag no,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
ich bin im job grad nur am hinterher renne,ich bi im job grad nur am hinterher renne,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"nur chli feedback: es isch übersichtlich, aber chönnt no klarer sii mal gseh",nur chli feedback es isch uebersichtlich aber choennt no klarer sii mal gseh,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
jedä chliini fehler macht mi grad fertig,jedae chliini fehler macht mi grad fertig,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"ich bi scho am plane, wie das chönnt werde",ich bi scho am plane wie das choennt werde,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"ich ha feedback übercho, dass mini arbeit sehr guet isch gsi",ich ha feedback uebercho dass mini arbeit sehr guet isch gsi,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
